Nov  4 22:27:06 gpu-225 kernel: [   38.944347] 38944345441
Nov  4 22:27:06 gpu-225 kernel: [   38.946307] 38946305860
Nov  4 22:27:06 gpu-225 colord: plugin /usr/lib/x86_64-linux-gnu/colord-plugins/libcd_plugin_sane.so not loaded: plugin refused to load
Nov  4 22:27:06 gpu-225 colord: loaded plugin libcd_plugin_camera.so
Nov  4 22:27:06 gpu-225 kernel: [   39.054663] irq_time: 39054662317,39054683681
Nov  4 22:27:06 gpu-225 kernel: [   39.057122] irq_time: 39057121482,39057131282
Nov  4 22:27:06 gpu-225 kernel: [   39.062361] irq_time: 39062360778,39062370444
Nov  4 22:27:06 gpu-225 kernel: [   39.062755] irq_time: 39062754920,39062764821
Nov  4 22:27:06 gpu-225 colord: loaded plugin libcd_plugin_scanner.so
Nov  4 22:27:06 gpu-225 colord: Daemon ready for requests
Nov  4 22:27:06 gpu-225 dbus[1293]: [system] Successfully activated service 'org.freedesktop.ColorManager'
Nov  4 22:27:06 gpu-225 kernel: [   39.077530] irq_time: 39077529443,39077543923
Nov  4 22:27:06 gpu-225 kernel: [   39.100723] irq_time: 39100722882,39100732620
Nov  4 22:27:06 gpu-225 kernel: [   39.144519] 39144518928
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-6ad6d63767ce0393245528ada92f1cb2
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-d4a7a2bd8ddaacf10e275e3db31d72b8
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-f64a1f19ce07290b35a752b00217b684
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-353a6bcabda00f04b6988f89126ce6f5
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-57f0d896250f6f98f77ca1b0d19019c0
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-72f5b1cba915b68ea75cc843e270df5a
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-523e494bc2f53c53d51d0758b07f4879
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-0383c34650771ce95ef93fe916867725
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-df7c0067b1eb9bcc9fc9b33bc3a797eb
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-654b99c87e67edb1c1cfb0dcb7fa9d04
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-ea421e3a65cfa796e2732ce36086e327
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-6a245ab2d8892e2e56232af93cd48b81
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-526fbc9bdf0d7156c553998d47a3b5fc
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-3a34aa6c3d1fb1ef63ff41e04ee00979
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-3bd2261b1125a0fd9ebf827a2d1bed84
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-a1d13bd5309e0f06ceda6f0d75367823
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-b0701c2ccf059287d0b067464df8bda9
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-2f1f11ecd613fe5551420fcaf5b11ff8
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-0720e7cdbc792b77c0740c39f325ef9e
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-c3e6382fa9b2d31b01b736f6f97aac3a
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-a10be98be58460669fcdc6946939b7cf
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-fb0ac62618f016ed9b92ce239258efa8
Nov  4 22:27:06 gpu-225 kernel: [   39.300856] irq_time: 39300855509,39300866354
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-c227f46f246694ba9971f270cb61a0c1
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-d6490883a866e4059370e1de1d840283
Nov  4 22:27:06 gpu-225 kernel: [   39.344684] 39344683061
Nov  4 22:27:06 gpu-225 colord: Device added: xrandr-Eizo Nanao Corporation-EV2335W-60720121
Nov  4 22:27:06 gpu-225 ntpdate[1719]: adjust time server 91.189.94.4 offset -0.076444 sec
Nov  4 22:27:06 gpu-225 colord: Automatic metadata add icc-be697cc2e2c53f7b903f2fd98462d20a to xrandr-Eizo Nanao Corporation-EV2335W-60720121
Nov  4 22:27:06 gpu-225 colord: Profile added: icc-be697cc2e2c53f7b903f2fd98462d20a
Nov  4 22:27:06 gpu-225 kernel: [   39.500991] irq_time: 39500990643,39501013258
Nov  4 22:27:06 gpu-225 kernel: [   39.544861] 39544859713
Nov  4 22:27:07 gpu-225 kernel: [   39.701153] irq_time: 39701151124,39701170818
Nov  4 22:27:07 gpu-225 kernel: [   39.745049] 39745047075
Nov  4 22:27:07 gpu-225 kernel: [   39.901314] irq_time: 39901312242,39901331791
Nov  4 22:27:07 gpu-225 kernel: [   39.935089] 39935087514
Nov  4 22:27:07 gpu-225 kernel: [   39.941812] 39941810367
Nov  4 22:27:07 gpu-225 kernel: [   39.945197] 39945196629
Nov  4 22:27:07 gpu-225 kernel: [   39.946845] 39946843274
Nov  4 22:27:07 gpu-225 kernel: [   40.055160] irq_time: 40055158135,40055177876
Nov  4 22:27:07 gpu-225 kernel: [   40.057600] irq_time: 40057598331,40057618158
Nov  4 22:27:07 gpu-225 kernel: [   40.063126] irq_time: 40063124278,40063144002
Nov  4 22:27:07 gpu-225 kernel: [   40.063590] irq_time: 40063589841,40063599623
Nov  4 22:27:07 gpu-225 kernel: [   40.078033] irq_time: 40078031604,40078051380
Nov  4 22:27:07 gpu-225 kernel: [   40.101474] irq_time: 40101472746,40101492390
Nov  4 22:27:07 gpu-225 kernel: [   40.145368] 40145366203
Nov  4 22:27:07 gpu-225 kernel: [   40.301634] irq_time: 40301631949,40301651743
Nov  4 22:27:07 gpu-225 kernel: [   40.345546] 40345544199
Nov  4 22:27:07 gpu-225 kernel: [   40.501767] irq_time: 40501765236,40501784193
Nov  4 22:27:07 gpu-225 kernel: [   40.545728] 40545726101
Nov  4 22:27:08 gpu-225 kernel: [   40.701924] irq_time: 40701923018,40701942533
Nov  4 22:27:08 gpu-225 kernel: [   40.745910] 40745908136
Nov  4 22:27:08 gpu-225 kernel: [   40.902056] irq_time: 40902054931,40902073667
Nov  4 22:27:08 gpu-225 kernel: [   40.935607] 40935605826
Nov  4 22:27:08 gpu-225 kernel: [   40.942343] 40942341080
Nov  4 22:27:08 gpu-225 kernel: [   40.946073] 40946072842
Nov  4 22:27:08 gpu-225 kernel: [   40.947381] 40947379482
Nov  4 22:27:08 gpu-225 rtkit-daemon[2105]: Successfully made thread 2125 of process 2103 (n/a) owned by '112' RT at priority 5.
Nov  4 22:27:08 gpu-225 rtkit-daemon[2105]: Supervising 2 threads of 1 processes of 1 users.
Nov  4 22:27:08 gpu-225 kernel: [   41.055658] irq_time: 41055656109,41055679272
Nov  4 22:27:08 gpu-225 kernel: [   41.055867] irq_time: 41055866993,41055871758
Nov  4 22:27:08 gpu-225 kernel: [   41.058098] irq_time: 41058096085,41058116443
Nov  4 22:27:08 gpu-225 kernel: [   41.063946] irq_time: 41063944789,41063964538
Nov  4 22:27:08 gpu-225 kernel: [   41.078556] irq_time: 41078554850,41078574598
Nov  4 22:27:08 gpu-225 kernel: [   41.102213] irq_time: 41102211667,41102231374
